[2021-11-17 16:22:24,429][Driver.py 25][INFO]: found the chrome driver [<selenium.webdriver.chrome.webdriver.WebDriver (session="875106cd1f3ac93e3b261363819a9502")>] successed !
[2021-11-17 16:55:01,606][close_popoup.py 52][INFO]: xxx
[2021-11-17 16:55:22,046][close_popoup.py 52][INFO]: xxx
[2021-11-17 16:55:45,874][Driver.py 25][INFO]: found the chrome driver [<selenium.webdriver.chrome.webdriver.WebDriver (session="0dd2ca4fc9eb3ac8950ce399eb1f61e8")>] successed !
[2021-11-17 16:55:49,358][close_popoup.py 29][INFO]: 打开网页 https://localhost/main/index.html?token=~XAEIBARVDwJQUApQHwULG1ddDAxUVQoDAgEV04WShrTy1rGj09qGWx8HHxFBQVYbVFcJCFBSAAIGBgwCCR6HhMTVtKTR66fQ39JcHFYO1qbOVAsVVlUDBA4CCQZbAFRbKEFdfnAKQgANFgEJXnxgXFYDSwklDwYNZEN9BgoBAgEAA19EZjRAWQhWZQByBlgBJR9RWhYSBgc%3D~1~#/v5/rateManage
[2021-11-17 16:56:17,450][close_popoup.py 52][INFO]: xxx
[2021-11-17 16:56:37,908][close_popoup.py 52][INFO]: xxx
[2021-11-17 16:56:58,324][close_popoup.py 52][INFO]: xxx
[2021-11-17 16:57:18,648][close_popoup.py 52][INFO]: xxx
[2021-11-17 16:57:39,035][close_popoup.py 52][INFO]: xxx
[2021-11-17 16:57:59,352][close_popoup.py 52][INFO]: xxx
[2021-11-17 16:58:19,713][close_popoup.py 52][INFO]: xxx
[2021-11-17 16:58:39,973][close_popoup.py 52][INFO]: xxx
[2021-11-17 16:58:53,995][Driver.py 25][INFO]: found the chrome driver [<selenium.webdriver.chrome.webdriver.WebDriver (session="bb19978c6cd09457f92ba855164de11b")>] successed !
[2021-11-17 16:59:20,813][Driver.py 25][INFO]: found the chrome driver [<selenium.webdriver.chrome.webdriver.WebDriver (session="fcfceec949333d658b3030f639249357")>] successed !
[2021-11-17 16:59:27,693][Driver.py 25][INFO]: found the chrome driver [<selenium.webdriver.chrome.webdriver.WebDriver (session="477b73fa2225ce7a3e2db6311e65bfa5")>] successed !
[2021-11-17 16:59:30,850][close_popoup.py 31][INFO]: 打开网页 https://localhost/main/index.html?token=~XAEIBARVDwJQUApQHwULG1ddDAxUVQoDAgEV04WShrTy1rGj09qGWx8HHxFBQVYbVFcJCFBSAAIGBgwCCR6HhMTVtKTR66fQ39JcHFYO1qbOVAsVVlUDBA4CCQZbAFRbKEFdfnAKQgANFgEJXnxgXFYDSwklDwYNZEN9BgoBAgEAA19EZjRAWQhWZQByBlgBJR9RWhYSBgc%3D~1~#/v5/rateManage
[2021-11-17 16:59:54,695][close_popoup.py 55][INFO]: xxx
[2021-11-17 17:00:06,804][close_popoup.py 55][INFO]: xxx
[2021-11-17 17:00:18,940][close_popoup.py 55][INFO]: xxx
[2021-11-17 17:00:31,025][close_popoup.py 55][INFO]: xxx
[2021-11-17 17:02:48,645][Driver.py 25][INFO]: found the chrome driver [<selenium.webdriver.chrome.webdriver.WebDriver (session="46f3a198bfa7e2d0fdf949a87a237f77")>] successed !
[2021-11-17 17:02:52,157][close_popoup.py 31][INFO]: 打开网页 https://localhost/main/index.html?token=~XAEIBARVDwJQUApQHwULG1ddDAxUVQoDAgEV04WShrTy1rGj09qGWx8HHxFBQVYbVFcJCFBSAAIGBgwCCR6HhMTVtKTR66fQ39JcHFYO1qbOVAsVVlUDBA4CCQZbAFRbKEFdfnAKQgANFgEJXnxgXFYDSwklDwYNZEN9BgoBAgEAA19EZjRAWQhWZQByBlgBJR9RWhYSBgc%3D~1~#/v5/rateManage
[2021-11-17 17:10:11,939][Driver.py 25][INFO]: found the chrome driver [<selenium.webdriver.chrome.webdriver.WebDriver (session="8bf556706e1e2d5a1be6abba3cdf3ee7")>] successed !
[2021-11-17 17:10:15,173][close_popoup.py 31][INFO]: 打开网页 https://localhost/main/index.html?token=~XAEIBARVDwJQUApQHwULG1ddDAxUVQoDAgEV04WShrTy1rGj09qGWx8HHxFBQVYbVFcJCFBSAAIGBgwCCR6HhMTVtKTR66fQ39JcHFYO1qbOVAsVVlUDBA4CCQZbAFRbKEFdfnAKQgANFgEJXnxgXFYDSwklDwYNZEN9BgoBAgEAA19EZjRAWQhWZQByBlgBJR9RWhYSBgc%3D~1~#/v5/rateManage
[2021-11-17 17:17:33,732][Driver.py 25][INFO]: found the chrome driver [<selenium.webdriver.chrome.webdriver.WebDriver (session="521b7ec7c78ee6f4c64b082a902af968")>] successed !
[2021-11-17 17:17:37,093][close_popoup.py 31][INFO]: 打开网页 https://localhost/main/index.html?token=~XAEIBARVDwJQUApQHwULG1ddDAxUVQoDAgEV04WShrTy1rGj09qGWx8HHxFBQVYbVFcJCFBSAAIGBgwCCR6HhMTVtKTR66fQ39JcHFYO1qbOVAsVVlUDBA4CCQZbAFRbKEFdfnAKQgANFgEJXnxgXFYDSwklDwYNZEN9BgoBAgEAA19EZjRAWQhWZQByBlgBJR9RWhYSBgc%3D~1~#/v5/rateManage
[2021-11-17 17:18:12,058][Driver.py 25][INFO]: found the chrome driver [<selenium.webdriver.chrome.webdriver.WebDriver (session="15850393008e7c7ecc9c2a7f455b9773")>] successed !
[2021-11-17 17:18:15,266][close_popoup.py 31][INFO]: 打开网页 https://localhost/main/index.html?token=~XAEIBARVDwJQUApQHwULG1ddDAxUVQoDAgEV04WShrTy1rGj09qGWx8HHxFBQVYbVFcJCFBSAAIGBgwCCR6HhMTVtKTR66fQ39JcHFYO1qbOVAsVVlUDBA4CCQZbAFRbKEFdfnAKQgANFgEJXnxgXFYDSwklDwYNZEN9BgoBAgEAA19EZjRAWQhWZQByBlgBJR9RWhYSBgc%3D~1~#/v5/rateManage
[2021-11-17 17:20:17,629][Driver.py 25][INFO]: found the chrome driver [<selenium.webdriver.chrome.webdriver.WebDriver (session="fe9a94010a0897858d4ad808667e77aa")>] successed !
[2021-11-17 17:21:00,328][Driver.py 25][INFO]: found the chrome driver [<selenium.webdriver.chrome.webdriver.WebDriver (session="1b775f04ace02453b4e4f153bbb79715")>] successed !
[2021-11-17 17:21:03,651][close_popoup.py 31][INFO]: 打开网页 https://localhost/main/index.html?token=~XAEIBARVDwJQUApQHwULG1ddDAxUVQoDAgEV04WShrTy1rGj09qGWx8HHxFBQVYbVFcJCFBSAAIGBgwCCR6HhMTVtKTR66fQ39JcHFYO1qbOVAsVVlUDBA4CCQZbAFRbKEFdfnAKQgANFgEJXnxgXFYDSwklDwYNZEN9BgoBAgEAA19EZjRAWQhWZQByBlgBJR9RWhYSBgc%3D~1~#/v5/rateManage
